사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2022-10,7호선,2755,춘의,2,0,0,0
2022-10,7호선,2756,신중동,1,0,0,0
2022-10,8호선,2811,암사,432554,371564,106996,105603
2022-10,8호선,2812,천호(풍납토성),343363,411659,84731,80151
2022-10,8호선,2813,강동구청,225122,230512,64326,64351
2022-10,8호선,2814,몽촌토성(평화의문),165114,171196,39176,37887
2022-10,8호선,2815,잠실(송파구청),389337,474159,73391,71894
2022-10,8호선,2816,석촌,169689,209898,52450,55780
2022-10,8호선,2817,송파,187090,181814,60868,60871
2022-10,8호선,2818,가락시장,154815,178853,63215,63828
2022-10,8호선,2819,문정,478502,505613,60155,59376
2022-10,8호선,2820,장지,412669,388567,81145,76399
2022-10,8호선,2821,복정,233808,193545,40677,36598
2022-10,8호선,2822,산성,127690,125023,33490,36781
2022-10,8호선,2823,남한산성입구(성남법원.검찰청),338349,305279,79982,75100
2022-10,8호선,2824,단대오거리,243908,230526,72270,70196
2022-10,8호선,2825,신흥,94581,101649,38403,39862
2022-10,8호선,2826,수진,111606,99035,43726,43274
2022-10,8호선,2827,모란,86820,74848,55172,43392
2022-10,8호선,2828,남위례,143091,147612,29683,29716
2022-10,9호선,4101,개화,63486,44128,14356,11562
2022-10,9호선,4102,김포공항,220025,331044,20772,26004
2022-10,9호선,4103,공항시장,63172,66640,23713,26239
2022-10,9호선,4104,신방화,149685,142953,47411,47165
2022-10,9호선,4105,마곡나루(서울식물원),319575,317718,35402,34430
2022-10,9호선,4106,양천향교,224293,227168,45859,45091
2022-10,9호선,4107,가양,486136,472359,133466,130739
2022-10,9호선,4108,증미,153264,141211,34376,34473
2022-10,9호선,4109,등촌,243118,226565,79984,80224
2022-10,9호선,4110,염창,435971,416490,74715,73643
2022-10,9호선,4111,신목동,98892,83551,23638,22101
2022-10,9호선,4112,선유도,203570,192355,29633,28750
2022-10,9호선,4113,당산,475872,479877,66962,63178
2022-10,9호선,4114,국회의사당,369881,382083,55269,48823
2022-10,9호선,4115,여의도,715170,684893,50503,46208
2022-10,9호선,4116,샛강,153334,142844,27906,27409
2022-10,9호선,4117,노량진,699986,695687,91123,92318
2022-10,9호선,4118,노들,116136,98183,34096,31425
2022-10,9호선,4119,흑석(중앙대입구),216758,220722,56903,57704
2022-10,9호선,4120,동작(현충원),46483,35964,11750,9507
2022-10,9호선,4121,구반포,26586,27131,9095,9517
2022-10,9호선,4122,신반포,91811,91966,23875,23879
2022-10,9호선,4123,고속터미널,386953,538829,64013,75170
2022-10,9호선,4124,사평,85255,80685,22265,22378
2022-10,9호선,4125,신논현,819639,805785,52430,51036
2022-10,공항철도 1호선,4201,서울역,315108,282395,37239,32441
2022-10,공항철도 1호선,4202,공덕,65019,89396,8259,9874
2022-10,공항철도 1호선,4203,홍대입구,373283,373997,19272,18016
2022-10,공항철도 1호선,4204,디지털미디어시티,346669,324680,27482,25707
2022-10,공항철도 1호선,4206,마곡나루(서울식물원),243804,240027,16666,16714
2022-10,공항철도 1호선,4207,김포공항,350176,186204,26919,17288
2022-10,공항철도 1호선,4208,계양,313026,285441,34721,32482
2022-10,공항철도 1호선,4209,검암,177701,176065,19326,19533
2022-10,공항철도 1호선,4210,청라국제도시,189035,178455,14438,14528
2022-10,공항철도 1호선,4211,운서,217346,224453,31065,31511
2022-10,공항철도 1호선,4212,공항화물청사,51348,54799,9297,9079
2022-10,공항철도 1호선,4213,인천공항1터미널,261332,238222,23775,22315
2022-10,공항철도 1호선,4215,인천공항2터미널,110674,97164,11048,9663
2022-10,공항철도 1호선,4217,영종,92101,93192,23310,23246
2022-10,9호선2~3단계,4126,언주,265902,272338,29543,29369
2022-10,9호선2~3단계,4127,선정릉,241308,269118,26626,27837
2022-10,9호선2~3단계,4128,삼성중앙,167900,177657,25077,24807
2022-10,9호선2~3단계,4129,봉은사,475930,497395,52297,49719
2022-10,9호선2~3단계,4130,종합운동장,113770,112161,21143,18937
2022-10,9호선2~3단계,4131,삼전,165399,154071,35977,35059
2022-10,9호선2~3단계,4132,석촌고분,148500,142152,36451,36439
2022-10,9호선2~3단계,4133,석촌,231858,206210,38680,33426
2022-10,9호선2~3단계,4134,송파나루,127211,135676,27164,28430
2022-10,9호선2~3단계,4135,한성백제,71782,62870,18535,16251
2022-10,9호선2~3단계,4136,올림픽공원(한국체대),237240,245086,36949,37406
2022-10,9호선2~3단계,4137,둔촌오륜,25555,23541,7046,7599
2022-10,9호선2~3단계,4138,중앙보훈병원,224935,195019,75782,74311
2022-10,우이신설선,4701,북한산우이,73432,64710,40611,41915
2022-10,우이신설선,4702,솔밭공원,44954,39153,29779,31158
2022-10,우이신설선,4703,4.19민주묘지,76255,75282,37984,33544
2022-10,우이신설선,4704,가오리,74377,69232,51228,51267
2022-10,우이신설선,4705,화계,59548,51722,44322,44849
2022-10,우이신설선,4706,삼양,32086,32329,27100,29651
2022-10,우이신설선,4707,삼양사거리,39803,38653,36746,37079
2022-10,우이신설선,4708,솔샘,129599,116340,40523,42013
2022-10,우이신설선,4709,북한산보국문,148006,134170,44916,45090
2022-10,우이신설선,4710,정릉,99748,85689,48125,44491
2022-10,우이신설선,4711,성신여대입구(돈암),74631,88609,28815,28595
2022-10,우이신설선,4712,보문,30896,31089,15161,15198
2022-10,우이신설선,4713,신설동,35947,37057,29450,26741
2022-10,신림선,4401,샛강,53875,70619,13128,12920
2022-10,신림선,4402,대방,59185,43277,13557,11408
2022-10,신림선,4403,서울지방병무청,52261,56486,20046,21955
2022-10,신림선,4404,보라매,70886,65030,18961,16126
2022-10,신림선,4405,보라매공원,38760,41511,13924,15282
2022-10,신림선,4406,보라매병원,126447,133081,41299,40067
2022-10,신림선,4407,당곡,81731,77226,29900,29421
2022-10,신림선,4408,신림,32906,47581,14007,16623
2022-10,신림선,4409,서원,67113,53390,20387,20283
2022-10,신림선,4410,서울대벤처타운,163418,153554,54953,55830
2022-10,신림선,4411,관악산(서울대),61343,66102,38873,39197
